宁公死后，[E2]袭了官，也养了两个儿子：长名贾敷，至八九岁上便死了，只剩了次子[E1]袭了官，如今一味好道，只爱烧丹炼汞，余者一概不在心上	儿子
宁公死后，[E1]袭了官，也养了两个儿子：长名贾敷，至八九岁上便死了，只剩了次子[E2]袭了官，如今一味好道，只爱烧丹炼汞，余者一概不在心上	父亲
宁公死后，贾代化袭了官，也养了两个儿子：长名[E1]，至八九岁上便死了，只剩了次子[E2]袭了官，如今一味好道，只爱烧丹炼汞，余者一概不在心上	无关系
宁公死后，[E1]化袭了官，也养了两个儿子：长名贾敷，至八九岁上便死了，只剩了次子[E2]袭了官，如今一味好道，只爱烧丹炼汞，余者一概不在心上	无关系
自荣公死后，长子[E2]袭了官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子贾赦，次子[E1]	儿子
自荣公死后，长子[E1]袭了官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子[E2]，次子贾政	父亲
自荣公死后，长子贾代善袭了官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子[E2]，次子[E1]	兄弟
自荣公死后，长子[E1]袭了官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子贾赦，次子[E2]	父亲
自荣公死后，长子[E2]袭了官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子[E1]，次子贾政	儿子
自荣公死后，长子[E1]善袭了官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子[E2]，次子贾政	无关系
自荣公死后，长子[E1]善[E2]官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子贾赦，次子贾政	无关系
自荣公死后，长子贾代善[E1]官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子贾赦，次子[E2]	无关系
自荣公死后，长子[E1]善袭了官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子贾赦，次子[E2]	无关系
自荣公死后，长子贾代善[E1]官，娶的也是金陵世勋史侯家的小姐为妻，生了两个儿子：长子[E2]，次子贾政	无关系
如今代善早已去世，太夫人尚在，长子[E2]袭着官；次子[E1]，自幼酷喜读书，祖父最疼，原欲以科甲出身的，不料代善临终时遗本一上，皇上因恤先臣，即时令长子袭官外，问还有几子，立刻引见，遂额外赐了这政老爹一个主事之衔，令其入部习学，如今现已升了员外郎了	兄弟
如今代善早已去世，太夫人尚在，长子贾赦[E1]官；次子贾政，自幼酷喜读书，祖父最疼，原欲以科甲出身的，不料代善临终时遗本一上，皇上因恤先臣，即时令长子[E2]外，问还有几子，立刻引见，遂额外赐了这政老爹一个主事之衔，令其入部习学，如今现已升了员外郎了	无关系
却说雨村忙回头看时，不是别人，乃是当日同僚一案参革的号张如圭者	老师
——此即冷子兴所云之史氏太君，[E2][E1]之母也	兄弟
”黛玉虽不识，也曾听见母亲说过，大舅贾赦之子[E1]，娶的就是二舅母王氏之内侄女，自幼假充男儿教养的，学名[E2]	丈夫
”黛玉虽不识，也曾听见母亲说过，大舅贾赦之子[E2]，娶的就是二舅母王氏之内侄女，自幼假充男儿教养的，学名[E1]	妻
”黛玉虽不识，也曾听见母亲说过，大舅[E2]之子[E1]，娶的就是二舅母王氏之内侄女，自幼假充男儿教养的，学名王熙凤	儿子
”黛玉虽不识，也曾听见母亲说过，大舅[E1]之子[E2]，娶的就是二舅母王氏之内侄女，自幼假充男儿教养的，学名王熙凤	父亲
”黛玉虽不识，也曾听见母亲说过，大舅[E1]之子贾琏，娶的就是二舅母王氏之内侄女，自幼假充男儿教养的，学名[E2]	无关系
一时进入正室，早有许多盛妆丽服之姬妾丫鬟迎着，[E1]让黛玉坐了，一面命人到外面书房去请[E2]	妻
一时进入正室，早有许多盛妆丽服之姬妾丫鬟迎着，[E2]让黛玉坐了，一面命人到外面书房去请[E1]	丈夫
[E1]遂携黛玉穿过一个东西穿堂，便是[E2]的后院了	小儿媳
[E2]之妻李氏捧饭，熙凤安箸，[E1]进羹	母亲
[E1]之妻李氏捧饭，熙凤安箸，[E2]进羹	儿子
次日起来，省过[E2]，因往[E1]处来，正值[E1]与熙凤在一处拆金陵来的书信看，又有[E1]之兄嫂处遣了两个媳妇来说话的	小儿媳
”喜的[E2]忙带了女媳人等，接出大厅，将[E1]等接了进去	姐妹
”喜的[E1]忙带了女媳人等，接出大厅，将[E2]等接了进去	姐妹
薛蟠已拜见过[E1]，贾琏又引着拜见了[E2]，贾珍等	兄弟
薛蟠已拜见过贾政，[E1]又引着拜见了[E2]，贾珍等	儿子
薛蟠已拜见过贾政，[E2]又引着拜见了[E1]，贾珍等	父亲
薛蟠已拜见过[E1]，[E2]又引着拜见了贾赦，贾珍等	无关系
薛蟠已拜见过[E1]，贾琏又引着拜见了贾赦，[E2]等	无关系
[E1]已拜见过[E2]，贾琏又引着拜见了贾赦，贾珍等	无关系
[E1]便使人上来对[E2]说：“姨太太已有了春秋，外甥年轻不知世路，在外住着恐有人生事	丈夫
[E2]便使人上来对[E1]说：“姨太太已有了春秋，外甥年轻不知世路，在外住着恐有人生事	妻
”[E1]未及留，[E2]也就遣人来说：“请姨太太就在这里住下，大家亲密些”等语	小儿媳
每日或饭后，或晚间，[E1]便过来，或与贾母闲谈，或与[E2]相叙	姐妹
每日或饭后，或晚间，[E2]便过来，或与贾母闲谈，或与[E1]相叙	姐妹
每日或饭后，或晚间，薛姨妈便过来，或与[E2]闲谈，或与[E1]相叙	小儿媳
每日或饭后，或晚间，[E1]便过来，或与[E2]闲谈，或与王夫人相叙	无关系
如今且说[E1]自在荣府以来，[E2]万般怜爱，寝食起居一如宝玉，把那迎春、探春、惜春三个孙女儿倒且靠后了；就是宝玉黛玉二人的亲密友爱，也较别人不同，日则同行同坐，夜则同止同息，真是言和意顺，略无参商	外孙女
如今且说[E2]自在荣府以来，[E1]万般怜爱，寝食起居一如宝玉，把那迎春、探春、惜春三个孙女儿倒且靠后了；就是宝玉黛玉二人的亲密友爱，也较别人不同，日则同行同坐，夜则同止同息，真是言和意顺，略无参商	外祖母
因东边宁府花园内梅花盛开，[E1]之妻尤氏乃治酒，请贾母、邢夫人、王夫人等赏花，是日先携了[E2]之妻，二人来面请	父亲
因东边宁府花园内梅花盛开，[E2]之妻[E1]乃治酒，请贾母、邢夫人、王夫人等赏花，是日先携了贾蓉之妻，二人来面请	妻
因东边宁府花园内梅花盛开，贾珍之妻尤氏乃治酒，请[E2]、[E1]、王夫人等赏花，是日先携了贾蓉之妻，二人来面请	大儿媳
因东边宁府花园内梅花盛开，贾珍之妻尤氏乃治酒，请[E2]、邢夫人、[E1]等赏花，是日先携了贾蓉之妻，二人来面请	小儿媳
因东边宁府花园内梅花盛开，贾珍之妻尤氏乃治酒，请[E1]、[E2]、王夫人等赏花，是日先携了贾蓉之妻，二人来面请	婆婆
因东边宁府花园内梅花盛开，[E1]之妻[E2]乃治酒，请贾母、邢夫人、王夫人等赏花，是日先携了贾蓉之妻，二人来面请	丈夫
因东边宁府花园内梅花盛开，[E2]之妻尤氏乃治酒，请贾母、邢夫人、王夫人等赏花，是日先携了[E1]之妻，二人来面请	儿子
因东边宁府花园内梅花盛开，贾珍之妻[E1]乃治酒，请贾母、邢夫人、王夫人等赏花，是日先携了[E2]之妻，二人来面请	无关系
因东边宁府花园内梅花盛开，贾珍之妻[E1]乃治酒，请贾母、[E2]、王夫人等赏花，是日先携了贾蓉之妻，二人来面请	无关系
因东边宁府花园内梅花盛开，[E1]之妻尤氏乃治酒，请贾母、[E2]、王夫人等赏花，是日先携了贾蓉之妻，二人来面请	无关系
因东边宁府花园内梅花盛开，贾珍之妻[E1]乃治酒，请[E2]、邢夫人、王夫人等赏花，是日先携了贾蓉之妻，二人来面请	无关系
因东边宁府花园内梅花盛开，[E1]之妻尤氏乃治酒，请贾母、邢夫人、[E2]等赏花，是日先携了贾蓉之妻，二人来面请	无关系
因东边宁府花园内梅花盛开，贾珍之妻尤氏乃治酒，请贾母、[E1]、[E2]等赏花，是日先携了贾蓉之妻，二人来面请	无关系
因东边宁府花园内梅花盛开，贾珍之妻尤氏乃治酒，请[E1]、邢夫人、王夫人等赏花，是日先携了[E2]之妻，二人来面请	无关系
话说宝玉和凤姐回家，见过众人，宝玉便回明贾母要约[E1]上家塾之事，自己也有个伴读的朋友，正好发奋；又着实称赞[E1]人品行事，最是可人怜爱的	朋友
话说宝玉和凤姐回家，见过众人，宝玉便回明贾母要约秦钟上家塾之事，自己也有个伴读的朋友，正好发奋；又着实称赞秦钟人品行事，最是可人怜爱的	丈夫
话说宝玉和凤姐回家，见过众人，宝玉便回明贾母要约秦钟上家塾之事，自己也有个伴读的朋友，正好发奋；又着实称赞秦钟人品行事，最是可人怜爱的	妻
话说宝玉和凤姐回家，见过众人，宝玉便回明[E1]要约秦钟上家塾之事，自己也有个伴读的朋友，正好发奋；又着实称赞秦钟人品行事，最是可人怜爱的	奶奶
话说宝玉和凤姐回家，见过众人，宝玉便回明[E1]要约[E2]上家塾之事，自己也有个伴读的朋友，正好发奋；又着实称赞[E2]人品行事，最是可人怜爱的	无关系
[E1]本好清净，见[E2]回来也就回来了	小儿媳
[E2]见秦钟形容标致，举止温柔，堪陪宝玉读书，心中十分喜欢，便留茶留饭，又叫人带去见[E1]等	小儿媳
[E1]见[E2]形容标致，举止温柔，堪陪宝玉读书，心中十分喜欢，便留茶留饭，又叫人带去见王夫人等	无关系
[E2]却于五十三岁上得了[E1]，今年十二岁了；因去岁业师回南，在家温习旧课，正要与贾亲家商议附往他家塾中去	儿子
[E1]却于五十三岁上得了[E2]，今年十二岁了；因去岁业师回南，在家温习旧课，正要与贾亲家商议附往他家塾中去	父亲
秦邦业却于五十三岁上得了[E1]，今年十二岁了；因去岁业师回南，在家温习旧课，正要与[E2]家商议附往他家塾中去	无关系
到了宁府，进了车门，到了东边小角门前下了车，进去见了[E2]之妻[E1]	妻
到了宁府，进了车门，到了东边小角门前下了车，进去见了[E1]之妻[E2]	丈夫
”正是说话间，[E2]从外进来，见了金氏，便向[E1]问道：“这不是璜大奶奶么	妻
”正是说话间，[E1]从外进来，见了金氏，便向[E2]问道：“这不是璜大奶奶么	丈夫
[E2]向[E1]说道：“让这大妹妹吃了饭去	妻
[E1]向[E2]说道：“让这大妹妹吃了饭去	丈夫
况且[E2][E1]又待的很好，反转怒为喜，又说了一会子话儿，方家去了	妻
况且[E1][E2]又待的很好，反转怒为喜，又说了一会子话儿，方家去了	丈夫
金氏去后，[E2]方过来坐下，问[E1]道：“今日他来，有什么说的事情么	妻
金氏去后，[E1]方过来坐下，问[E2]道：“今日他来，有什么说的事情么	丈夫
”[E2]转身复进去，回了[E1]尤氏的话，方出来叫了来升来，吩咐他预备两日的筵席的话	父亲
”贾蓉转身复进去，回了[E2][E1]的话，方出来叫了来升来，吩咐他预备两日的筵席的话	妻
”[E1]转身复进去，回了[E2]尤氏的话，方出来叫了来升来，吩咐他预备两日的筵席的话	儿子
”贾蓉转身复进去，回了[E1][E2]的话，方出来叫了来升来，吩咐他预备两日的筵席的话	丈夫
”[E1]转身复进去，回了贾珍[E2]的话，方出来叫了来升来，吩咐他预备两日的筵席的话	无关系
于是[E2]送了先生去了，方将这药方子并脉案都给[E1]看了，说的话也都回了[E1]并尤氏了	父亲
于是贾蓉送了先生去了，方将这药方子并脉案都给[E2]看了，说的话也都回了[E2]并[E1]了	妻
于是[E1]送了先生去了，方将这药方子并脉案都给[E2]看了，说的话也都回了[E2]并尤氏了	儿子
于是贾蓉送了先生去了，方将这药方子并脉案都给[E1]看了，说的话也都回了[E1]并[E2]了	丈夫
于是[E1]送了先生去了，方将这药方子并脉案都给贾珍看了，说的话也都回了贾珍并[E2]了	无关系
[E1]向[E2]说道：“从来大夫不象他说的这么痛快，想必用的药也不错	妻
[E2]向[E1]说道：“从来大夫不象他说的这么痛快，想必用的药也不错	丈夫
话说是日贾敬的寿辰，[E1]先将上等可吃的东西，稀奇些的果品，装了十六大捧盒，着[E2]带领家下人等与贾敬送去，向[E2]说道：“你留神看太爷喜欢不喜欢，你就行了礼来	父亲
话说是日贾敬的寿辰，[E2]先将上等可吃的东西，稀奇些的果品，装了十六大捧盒，着[E1]带领家下人等与贾敬送去，向[E1]说道：“你留神看太爷喜欢不喜欢，你就行了礼来	儿子
话说是日[E2]的寿辰，[E1]先将上等可吃的东西，稀奇些的果品，装了十六大捧盒，着贾蓉带领家下人等与[E2]送去，向贾蓉说道：“你留神看太爷喜欢不喜欢，你就行了礼来	儿子
话说是日[E1]的寿辰，[E2]先将上等可吃的东西，稀奇些的果品，装了十六大捧盒，着贾蓉带领家下人等与[E1]送去，向贾蓉说道：“你留神看太爷喜欢不喜欢，你就行了礼来	父亲
话说是日[E1]的寿辰，贾珍先将上等可吃的东西，稀奇些的果品，装了十六大捧盒，着[E2]带领家下人等与[E1]送去，向[E2]说道：“你留神看太爷喜欢不喜欢，你就行了礼来	无关系
次后邢夫人、王夫人、凤姐儿、宝玉都来了，[E2]并[E1]接了进去	妻
次后邢夫人、王夫人、凤姐儿、宝玉都来了，[E1]并[E2]接了进去	丈夫
次后[E1]、王夫人、凤姐儿、宝玉都来了，[E2]并尤氏接了进去	无关系
次后邢夫人、[E1]、凤姐儿、宝玉都来了，[E2]并尤氏接了进去	无关系
[E2][E1]二人亲自递了茶，因说道：“老太太原是老祖宗，我父亲又是侄儿，这样日子，原不敢请他老人家；但是这个时候，天气正凉爽，满园的菊花又盛开，请老祖宗过来散散闷，看着众儿孙热闹热闹，是这个意思	妻
[E1][E2]二人亲自递了茶，因说道：“老太太原是老祖宗，我父亲又是侄儿，这样日子，原不敢请他老人家；但是这个时候，天气正凉爽，满园的菊花又盛开，请老祖宗过来散散闷，看着众儿孙热闹热闹，是这个意思	丈夫
[E1]率同众姬妾并家下婆子媳妇们方送出来，[E2]率领众子侄都在车旁侍立，等候着呢，见了邢夫人、王夫人道：“二位婶子明日还过来逛逛	妻
[E2]率同众姬妾并家下婆子媳妇们方送出来，[E1]率领众子侄都在车旁侍立，等候着呢，见了邢夫人、王夫人道：“二位婶子明日还过来逛逛	丈夫
尤氏率同众姬妾并家下婆子媳妇们方送出来，[E1]率领众子侄都在车旁侍立，等候着呢，见了[E2]、王夫人道：“二位婶子明日还过来逛逛	无关系
尤氏率同众姬妾并家下婆子媳妇们方送出来，[E1]率领众子侄都在车旁侍立，等候着呢，见了邢夫人、[E2]道：“二位婶子明日还过来逛逛	无关系
[E1]，尤氏，[E2]好不焦心	父亲
[E2]，[E1]，贾蓉好不焦心	妻
[E2]，尤氏，[E1]好不焦心	儿子
[E1]，[E2]，贾蓉好不焦心	丈夫
贾珍，[E1]，[E2]好不焦心	无关系
到交节的那几日，[E2]、[E1]、凤姐儿日日差人去看秦氏，回来的人都说：“这几日也没见添病，也不见甚好	小儿媳
”[E1]向[E2]说：“这个症候，遇着这样大节不添病，就有好大的指望了	小儿媳
当下贾家众人齐来吊问，荣国府[E2]赠银二十两，[E1]亦是二十两，宁国府贾珍亦有二十两，别者族中贫富不等，或三两五两，不可胜数	兄弟
当下贾家众人齐来吊问，荣国府[E1]赠银二十两，贾政亦是二十两，宁国府[E2]亦有二十两，别者族中贫富不等，或三两五两，不可胜数	无关系
谁知这年冬底，[E1]的书信寄来，却为身染重疾，写书特来接[E2]回去	父亲
谁知这年冬底，[E2]的书信寄来，却为身染重疾，写书特来接[E1]回去	女儿
作速择了日期，贾琏与[E1]辞别了[E2]等，带领仆从，登舟往扬州去了	外孙女
作速择了日期，贾琏与[E2]辞别了[E1]等，带领仆从，登舟往扬州去了	外祖母
作速择了日期，[E1]与林黛玉辞别了[E2]等，带领仆从，登舟往扬州去了	无关系
作速择了日期，[E1]与[E2]辞别了贾母等，带领仆从，登舟往扬州去了	无关系
话说凤姐儿自[E2]送黛玉往扬州去后，心中实在无趣，每到晚间，不过和平儿说笑一回，就胡乱睡了	妻
话说凤姐儿自[E1]送黛玉往扬州去后，心中实在无趣，每到晚间，不过和平儿说笑一回，就胡乱睡了	丈夫
彼时贾代儒、代修、贾敕、贾效、贾敦、[E2]、[E1]、贾琮、贾王扁、贾珩、贾珖、贾琛、贾琼、贾璘、贾蔷、贾菖、贾菱、贾芸、贾芹、贾蓁、贾萍、贾藻、贾蘅、贾芬、贾芳、贾兰、贾菌、贾芝等都来了	兄弟
彼时贾代儒、代修、贾敕、贾效、贾敦、贾赦、贾政、贾琮、贾王扁、[E1]、贾珖、[E2]、贾琼、贾璘、贾蔷、贾菖、贾菱、贾芸、贾芹、贾蓁、贾萍、贾藻、贾蘅、贾芬、贾芳、贾兰、贾菌、贾芝等都来了	无关系
[E2]便命贾琼、贾琛、贾璘，[E1]四个人去陪客，一面吩咐去请钦天监阴阳司来择日，择准停灵七七四十九日，三日后开丧送讣闻	养子
贾珍便命贾琼、贾琛、[E1]，[E2]四个人去陪客，一面吩咐去请钦天监阴阳司来择日，择准停灵七七四十九日，三日后开丧送讣闻	无关系
那[E2]闻得长孙媳死了，因自为早晚就要飞升，如何肯又回家染了红尘，将前功尽弃呢，因此并不在意，只凭[E1]料理	儿子
那[E1]闻得长孙媳死了，因自为早晚就要飞升，如何肯又回家染了红尘，将前功尽弃呢，因此并不在意，只凭[E2]料理	父亲
